text,label
手动后驱改装空间大外观拉风,积极
智屏版的发动机没有罩，传动带在外面露着,消极
外形，13年在美国看到探险者就陷进去了，回国后一直关注，老款因为一些细节不让老婆满意，也因为途观才开了3年，新款出来下决心买了。,积极
品牌比较小众，很多配套产品价格比较高，购买选择比较小，这方面跟街车和top10成型比，会多花这银子。,消极
qq进藏也是可以的，小面进藏根玩似的。小面轻呀案,积极
后排不能后移，有人坐在后排的时候特别憋屈。2610的轴距留给后排的空间太少，全部都给了后备箱。,消极
肯定是外观了，霸气、犀利、性感、流畅，都不知道要怎么赞美它了~~空间也蛮大的，油耗挺满意的~,积极
中等高度的底盘led前大灯和自动驻车对于女孩我还是很满意的,积极
动力有点软，不过咱们也不开赛车。安全第一，噪音有点大，胎噪风噪再低一些就完美了，换挡行程太长，开起来不太舒服，。还有前驱的，在土坡路上起步很滑，上过一次山吓坏了。,消极
配置丰富，动力方面城市道路充沛，空间方面比较大，尤其后排空间,积极
性价比，绿色环保,积极
空间，前后空间宽敞，出去游玩不拥挤。,积极
v3的外观好看，时尚美观，配置多，一键启动，无钥匙进入，360度环视，之类的实用配置都齐全，1.5t动力杠杠的,积极
黑色的内饰很简约，坡型操控台很流畅，很完美。,积极
没有cd放烟灰的也没有,消极
后排中间的突起。,消极
有时挂倒档挂不进要挂两次才能挂进.不知道是生手原因还是天气原因或者是新车要磨合的原因；,消极
外观大气，回头率高，感觉比汉兰达外观要协调一点，只是个人眼光，希望不会被喷，动力强劲，2.2t发动机动力就是好40过后提速够快也许是因为以前没开过什么好车吧，，空间大，7座，4驱,积极
为什么自动启停不能一直关闭，而是每次都要手动关闭，北京这地界儿，这个功能真的鸡肋。,消极
启停没有物理按键，而且很不好用走走停停的路段让人抓狂。车子的胎躁比较大，悬挂比较软走烂路车身比较晃动。发动机早上启动抖动比较大30秒之后正常。,消极
7座车型，空间大，气囊全面，安全有保障，技术成熟，维修方便，性价比高。,积极
我怎么感觉车的声音越来越大了？,消极
后排坐椅不能比例放倒,消极
就是吸睛。视野好前脸短。开起来不费劲。空间同级应该无敌了。屁股就像虎头虎脑的小老虎。前面日行灯挺好看识别度高。座椅买的顶配没话说。别人说坐垫短，我1米83也没觉得短啊。,积极
中控和灯,消极
空间大，价格便宜。前后都是盘刹！！,积极
单边倒车灯晚上不够亮,消极
最满意的是外观和空间，虽然不是刚出的车，感觉外观还挺时尚，适合绝大数人审美，很顺眼。再有就是空间，后排不拥挤。再有一点就是油门很线性，开着舒服。,积极
汽车工艺较差各处异响小毛病过多不像进口车的表现,消极
油耗最满意，内饰做工！,积极
没什么不太满意的，就是没有一键升窗跟自动后视镜折叠，还有底盘有点低去哪都怕蹭到底盘，,消极
05款1.6手动豪华是不带发动机故障灯吗，发现拧钥匙通电自检，别的灯都亮，可发动机故障灯自检不亮。,消极
影响行车安全配置如日行灯、esp、倒车影像雷达、胎压监测没有。,消极
系了安全带手摸不到导航屏幕。,消极
与德系车相比，强度不高。,消极
就配置而言，风尚版完全没有风尚的感觉。外观和内饰没有最土，只有更土。如果你要买15款的朗逸，强烈推荐舒适版。气质提升一个大的档次，贵1.5万贵得其所！,消极
外观方面大气也最吸引我的。油耗表现不错！,积极
油耗，油耗，油耗重要的事说三遍,积极
最不满意的，应该就是1.5l动力了，起步有肉感，因为是手动档，所以还是有点期待动力能提高一点的。,消极
当然是拉轰啦，电动尾翼溜背造型无框车门犀利眼神…,积极
外形漂亮，价格合理，空间超大。威旺m30成熟大气，看起来设计还是比较用心的，在本土品牌mpv中外形是可圈可点的。空间大，不光载人拉货，储物格也多，很实用的一款车，价格就更不用细说了，对比过的人都知道。,积极
个别储物空间有待提高，比如扶手位的储物箱太小，只能充下电和放些散钱，想再放个钱包什么的就显的不够了。还有后排中间突起，这对后排使多点还是带来点影响。,消极
方向盘比较轻。,积极
副驾位手动调节，有点费劲调节，而且后排空间小,消极
外形大气漂亮，内部乘坐空间较大，发动机和自动变速箱的配合平顺。,积极
性价比高，配置多，油耗。,积极
副驾驶座椅不能上下调。。。差点意思。,消极
挺好：加速性非常好，虽能是1.6l的，但提速还是不错，超车迅速。,积极
空间大，这个价位能做到这样很不错，油耗低。经济实用！座椅柔软！,积极
我想，除了省油，还是省油，这一点真的是非常满意的。,积极
外观很拉轰，从颜值来说还是相当不错的，毕竟有着小锐界之称。操作还是可圈可点的，指向性很强，感觉不到虚位，这样老婆开起来也放心，毕竟是女司机嘛！,积极
空间大，不顶头；油耗低，性价高。,积极
噪音有些大了点，上了100噪音就明显增大了，但是毕竟价格在那个地方摆着呢！还有感觉不如我弟弟的宏光v提速快感觉。反正过了磨合期，打算做整车隔音了！,消极
全系标配esp。颜值超高是它的特点，空间大是它的优点。起步轻松操控稳，转向几乎无虚位，油耗不高，新车内饰无异味（关窗户坐在车内久了也不会感到头晕）。,积极
没有不满意，车身长度要是从4509mm延长到4620mm就好了，后备箱空间会更大。,消极
满意的地方比较多，确实不好说。随便选一点吧，油耗符合预期。。,积极
外观时尚，适合年轻人，空间够大，比较省油。,积极
后排没出风副驾驶没有电控没有胎压监测还有大灯20w的车不能上点档次吗？,消极
空间，特别是后座。,积极
车速超过90km／h后噪音有点大，但是在可接受范围。地盘较低，在农村路面容易剐蹭地盘。,消极
舒适性还可以了，后排空间也蛮大的。,积极
内饰比较差，不符合40多万的车。,消极
动力方面完全超出预期，1.5t发动机搭配6at确实不错，起步很快，前半程的反应和我之前开的手动尼桑没有什么差距，100-120的区间里就比我之前的日本车好很多，加速还是有反应的，不会感觉丧失了控制感。,积极
做工的精细程度。,消极
因为13年提的1.8帕萨特御尊对于涡轮增压车型的提速很满意，16款手动还标配17轮毂邓禄普轮胎安全配置全竟然还带天窗和行李架合资车给做成这样很厚道,积极
在国产竞品车中，q35的外观靓丽，实用性特别强，代步畅爽，舒适性也凑合，多方面权衡之后，我觉得这车比较适合我家，不过你要真问我具体哪点打动咱，我一时间真说不好，目前还在磨合期，期望后续稍微更好些。,积极
动力不充沛只够家用没有提速推背的快感,消极
内饰用料不错，中控台、门板上部采用了大面积软质塘塑材料。,积极
黑白拼色真皮内饰不耐脏、空调声音大,消极
昨天，也就是提车第三天。发现后斗门的钢琴烤漆条起泡了，非常之不满意！还有音响的那个音道位置！太不合理！太靠前！低音放多大都感觉不到。离合器有异响，应该是离合器闸线松了，明天去紧紧。,消极
车子好开，方向盘特别有质感，奥迪品质真好，自动驻车是真的好用，新手上路不怕后溜的，爽，隔音一级棒,积极
运动模式下，推背感，引擎声绝对是顶级，一脚地板油，你的身体只能被死死压在座椅上，无法呼吸。,积极
发动机盖抖动有点大，也许是个例，备胎是非全尺寸得不是很好！起步的时候瞬时油耗有点偏高，大概是车身太重了吧，给车辆做个轻量化就好多了。,消极
最新车用高科技基本都有,积极
储物空间很少，手套箱中规中矩，中央扶手箱深度太浅，最主要的是没有眼镜盒，眼镜放置不方便。,消极
空间外观同等价位的车少有空间能赶上小三的如果非要选一个艾瑞泽5但是艾瑞泽5还是要比350贵几千块钱所以60000以内我个人觉得350的性价比最高最起码外观看着不是廉价车,积极
独立悬挂的加入，使车车在颠簸路段时很舒服，总体车车乘坐偏较硬朗~！,积极
超级喜欢她那美丽的外形和大大的空间！没有什么装不下的！,积极
全景天窗的左侧胶条掉过一次，但是可以自己再卡回去，之后没有再掉过，17寸的轮胎，胎缝挺大，很容易卡进去石子，开起来在狭窄通道能听到一些达拉达拉的声音，扣掉就没有了，别的问题暂时没有,消极
主要是外形，提速还可以，没有异响,积极
前挡开胶，经过不平路面摇晃严重，转向异响（通病），方向偏沉（还能接受）,消极
动力、油耗相当不错，省油、提速快，只要舍得给油，超车无压力。因为在磨合期，没上过120，等以后尝试后再改。,积极
4s店有点少，去一趟不是特别方便。但是车不就是能让你到更远的地方的交通工具么，而且观致的质量不错，开了这么久也没什么毛病。6年的质保也让人放心。所以其实也没有特别不满意。,消极
外观大气，视线好空间大,积极
车内设计感不强，一些扶手和储物格的角度大小弧度都有点别扭，其实这都是小问题，大问题是4s店太不专业，一遇到问题就爱送点不值钱也没实际意义的礼品来搪塞，咨询点问题也含含糊糊答不清楚,消极
韩国人不看电视吗？连后装电视位置都没,消极
商家送的赠品太假。。。不如当时不要赠品在把价钱降降了。挂倒挡有时异响，可能是我没停稳？,消极
前后后臂震太差，杀车距离长要是一汽前后后碟刹就好了，,消极
自己喜欢的.咋用咋满意??最最喜欢的就是我的四个铝合金大脚.,积极
我的骑士不到一年时，驾驶位和副驾驶位的玻璃在半开位时，异响严重，虽然到4s换了清水线，但没有解决根本问题，让人心烦，还有就是胎噪和风噪有些大。,消极
起步肉的啊，噪音大的呀，关后备箱时后排坐人就废了,消极
外观内饰感觉很上档次静音比奇骏好十二倍音响更是没得说的油漆比同价位的车好很多,积极
只有豪华版才有全景天窗，本来家属就特别喜欢全景天窗，这样显得有档次,消极
隔音效果还是有点不尽如人意，特别是高速的时候，只能开音乐盖过胎噪了。,消极
高速油耗很好！,积极
便宜吧，外观很漂亮，尤其是车头部的设计，我很喜欢，赞一赞,积极
噪音，当然对于这样价位的车子谈不上安静，可是咱有啥就得说，不满意的咱说出来让厂家改进些,消极
过陡坡水渠解困，非常完美。,积极
外观大气，不丢派，对于咱老百姓来讲够用了。,积极
漂亮的外观,积极
cvt的原因？动力较弱，起步的时候不狠踩就会被后面滴滴~~,消极
保时捷是我非常喜欢的一个品牌，卡宴刚出的时候我就深深被吸引了，并且体型宽大，乘坐和外观都很满意。,积极
空间座位配置,积极
配置高，多媒体功能非常棒，u盘下点喜欢的音乐听着歌开着车一点都不累。颜值高，外出开着很拉风，车体结构扎实过弯稳。,积极
样子老了点,消极
这车外型还是比较时尚，做工还有待提高，不过毕竟2w多点的车，总体来说还是比较满意。,积极
可能是排量小的原因，动力有点弱，主要体现在满员乘坐的时候起步有点吃力,消极
最最满意的还是空间，其次操控性也不错，车辆的做工还算勉强。,积极
一档不踩油门坡道起步熄火！！a住异常响动，下雨前门打开会淋雨，车辆100km会共振！有时候会把档位挂错！,消极
最不满意的就是胎噪上了，不过因为是19的轮圈，既然要拉风，这点也没什么大碍了，也能接受,消极
储物空间太少，手机没地方，停车票、零钱没地方，后排出风口太丑了！应该配电子手刹吧。,消极
没什么科技感,消极
胎噪和风噪特别大，特别是超过60以后，如果不开音响会感觉到嗡嗡的声响，跟不舒服。如果我妈坐我的车肯定会吐！,消极
怎么看都不腻，超爽，就喜欢这样又有动力又有颜值的车了。不说别的就说那霸气的前脸，还有那个有神的眼睛。给我的感觉就一个字帅，如果非要我两个字的话，那就是很帅，三个字就是非常帅。,积极
空间大，无论是拉货还是一大家子人坐着都不感觉拥挤，仿皮座椅坐着蛮舒适的！,积极
续航里程足够上下班使用,积极
最不满意的就是连空调也不标配，还有做工真的很一般，调节安全头枕的按钮不知道啥时候都掉了，,消极
内饰可以在升级下，内饰台老土了,消极
没有。硬要说有的就是1.6的动力稍弱了些，之前上论坛大家都说要买就买2.0。确实，1.6的动力仅仅是可以用，不能满足有强烈驾驶欲望的追求者，不过受限于钱包，只能这样了。,消极
油耗很低，我开700多公里油耗才6.9，一般新车油耗都很高的，这点必须赞,积极
噪音较为明显，在同级别中没有优势。,消极
发动机舱都没有隔音，跑高速的话，收音机的音量起码要开到25才能听到，还好自己是木耳朵，以后有钱再去做全车隔音吧。,消极
空间大，油耗低，关键是赚钱好帮手，皮实,积极
外观、声浪、性能,积极
轮胎窄，235的太秀气，20寸的大脚怎么也要配255的。车漆软，易掉漆。刹车盘不够大，刹车比较软。,消极
1.路虎牌子（豪华越野suv代表）；2.空间，在同级suv越野车中应该是最大；2.坐姿高、视野好，比原轿车好很多；3.外形超喜欢，特别是屁股和尾灯。,积极
途安l车主最看重的应该是高效方便多功能的空间利用，然后是主被动安全性，不错的驾乘感受，这些都有了，动力及操控方面不比较同级别大多数轿车。值得肯定，平时使用很轻松，平均油耗7升左右，比较经济省油。,积极
油耗非常经济，dct变速箱换挡平顺、升降挡适当配合油门非常的及时主动，配备上坡辅助对于俺们新手来说是一大解放，刹车系统配置完善安全感强。,积极
外观，看前面不像面包。,积极
这个车的性价比高，没出现过啥大故障。,积极
内饰的中控台部分以及门板如果使用软质皮质包裹会更满意。,消极
胎噪，快速路上行驶时，可能是发动机仓太安静的缘故，胎噪特别明显。方向盘喇叭太小声，完全是电瓶车级别的。前车灯光感觉亮度不足，这样价位的车子就算没有led大灯，至少也给个氙气好麽。。。,消极
外观大气，时尚，车内储物空间多，实用，中央扶手储物巨大。,积极
外观不好看，轻微黑烟,消极
空间、颜值、隔音,积极
简配严重（简配了许多实用装置不厚道啊）,消极
后备箱盖不知什么原因有裂痕。,消极
外观，究竟如何去定义欧力威这台车？其实我也不太明白，买之前就是心想着买台面包车就够了的想法去选车，而欧力威却是用面包车的价格买了非面包的车。,积极
座椅太短，舒适度欠佳,消极
车屁股太“平板”了，有点难看，可能是车身较大，所以整辆车看起来像个“大胖子”，看论坛其他车友说了不少小毛病，希望我人品好，接下来车子没有什么问题。,消极
乘坐空间的多变和舒适兼顾性很好,积极
帅气优雅的外形，精致的内饰，当然还有稳健的底盘了。,积极
动力肉，各个塑料件装配工艺差，这个是磨具的事，希望厂家以后用心去做,消极
前置前驱的是我选择这款车的最重要一点，我之前是一个长安之星，1.2的排量油耗真的很高，现在的优雅二代1.5的还比长安的省油，还有就是这车噪音比较小，发动机也表现的挺不错的！,积极
动力强劲、配置丰富。,积极
楼下第一点，空间！,消极
刚买好降价两万，比较坑！,消极
1.6的排量感觉还是不够，一档起步必须立即二档才感觉加得起速度来，一档感觉太肉没多大感觉，不过家用的话应该还是够用,消极
不限行，不摇号，油电费便宜！,积极
最满意的地方是操控性，并线超车过弯还是很顺畅必须点赞，底盘比较整，外观符合我的审美，中控仪表盘使用很方便，比某欧强很多。,积极
d档模式下偶尔换挡的时候会有很强烈的顿挫感，调校上还有待进一步优化,消极
1.8l的发动机高校不够合理，配合cvt无级变速箱加速时感觉无力。配了透镜大灯，但夜间效果真的是很一般，而且现在的电路难道供不起两组大灯同时点亮么？为什么远灯的时候近灯不能一起亮着？,消极
裸车配置基本齐全，该有的都有了,积极
异响右前轮异响,消极
动力和油耗，动力偏弱，油耗偏高，可能磨合期过后会好一点吧，日后再来追加一下油耗,消极
按键生硬，用力小拉不动。用力大总怕给按坏的感觉！纠结,消极
空间大，配置相对较丰富。,积极
外观太拉轰了，虽然这车已经烂大街，但是回头率还是杠杠的，毕竟保时捷。。,积极
空间。这个要夸一下。买他就是因为空间大，本人1.82米。重100公斤。第一排和第二排的空间没得说。,积极
空间，空间，空间,积极
动力是必须的，只要过了30，感觉动力随叫随到，s档感觉要起飞了。内饰用料很好，朋友们都说好看，4s店比较靠谱，优惠3万外加一套导航什么的。,积极
车门上有个像面包车一样的锁门拉手…还有就是防爆胎…太硬了…,消极
最满意的就是空间，18寸轮毂，操控，还有配置，多媒体也挺不错，反应挺快，基本上没有卡顿，最好的是有手机互联功能,积极
车子稳定性较好,积极
空间大、通过性强、动力充沛,积极
外型好看，室内简单豪华，通过性强。,积极
焟烛灯，电动车式的喇叭声，高速上怕都听不到！没有时钟，减震硬。备胎非全尺寸，空调躁音大。,消极
小毛病不像别人说的那么多，挺少，大毛病没有。,积极
车子的空间，内饰，外观。,积极
油耗偏高，刹车有点响声,消极
后制动不行，新车年检是过不了的．每次年检都要找黄牛，而且一次比一次贵；,消极
车子刚开不常时间，没有感到太大的毛病，上坡时感觉排量有点小，有点吃力，毕竟1.5l的排量，上坡肯定是会吃点力的，排量大的车也贵啊！动力大了，平时行驶时也会费油，鱼和熊掌不能兼得啊！,消极
略显老气了，毕竟是2004年引进来的车型，比起朗动、k3等车型外观跟不上时代的步伐了。,消极
最满意得是空间，外观，油耗。油耗出乎我的意料，操控也很舒服。当搬家的时候就知道空间大的好处了！呵呵！,积极
停车自动熄火配置不合理。即使停几秒他都熄火，车走自动开启。所以每次点火后首先手动关闭自动启停按钮。建议厂家改为默认关闭。,消极
竟然没有发动机转速表。,消极
外形帅气,积极
小众车，品牌推广几乎无,消极
细节有待提高：车窗玻璃升降时摩擦密封条有声音，问4s店说是因为密封条太紧导致的，时间长了就没事了，姑且相信用用再说。虽说这个价位的车在小部件的采购上不可能用太上档次的，但还是希望厂家能更尽力些。,消极
价格高没有优惠配置太低,消极
音响绝对,积极
整车都是拼装的，所以零件来自天南海北,消极
不一样的驾驶感受！,积极
jeep的感觉,积极
讴歌独特的日系品牌。舒适好开，易于驾驶。,积极
省油及空间,积极
当然是个性的外观，甲壳虫这款车我相信基本上每个人都会喜欢她个性的外观。而且最重要的是无框车门！！无框车门！！无框车门！！挡玻璃降下开门那一刻，爽！,积极
目前还没有明显的缺点，哦就是五千多公里的时候出现工作台异响，有点儿郁闷。,消极
性价比高，不到10万入手，我感觉还是很划算的。,积极
前后排头部都有点压抑,消极
"舒适,坐姿高,视野好,安全配置好",积极
油耗，九座车经常满员，有时候还会兼职拉货，新车油耗将近12升百公里，现在已经降到了10升百公里，感觉非常不错了！,积极
销魂的外观，同级别顶尖的操控，低油耗，高性价比！,积极
1档起步有点肉；局部油漆太薄，门边有地方都露底了。,消极
没有led大灯，也没有最新的智能互联，中控显示信息太少，led仪表都浪费了！,消极
还有就是冷暖空调效果非常好，开空调对动力影响也不是很大，几分钟就能把温度降下来，爽！,积极
最满意的我选操控！对于长春这座堵城、坑城来说，操控远比动力更实用一些。举例说明，长春的老司机们应该会明白临河街上的各种堵，各种坑，各种井盖吧，没有好的操控性是无法在临河街驰骋的，所以阿特兹给我自信。,积极
动力、地盘以及音响。（马6音响在诸多原厂车当中算是很屌的！）外形更屌！,积极
没有后头枕，前档排水槽漏水，下雨、洗车就漏水，能漏到前减震螺丝上、防火墙的棉垫，已按论坛的方法打胶填充了，但还是会漏，找4儿子也没办法说这车就这样开吧，居然说棉垫不怕水严重鄙视。,消极
刹车踏板偏小，座椅通风椅背发烫，后排中央扶手按键容易误碰，车窗按键有些靠前。,消极
后备箱空间不是很大，外出旅游放了两个行李箱基本就放不了什么。开车倒车时候不舒服，后视镜调的角度不够大，看位有点吃力，倒车雷达也不算很灵敏。,消极
刹车声响，起步转速高但是反应又迟钝，重油门就会有顿挫，后排比较震，无车窗摇控升降功能，发动机舱右边比较热,消极
冷车偶尔有异响！,消极
动力表现不错，提速轻快，刹车制动也不错，配置增加不少，价格很亲妈,积极
外观范有点太沉重，感觉缺少点年轻的气息，当然时尚感是不缺乏的，可能是因为车身太大太长的原因了，内心总有点小别扭，不是要表达自己年轻时尚奥，主要是车的看法，理解要到位。呵呵。,消极
出色的动力，先进的科技，动人的魅力，和优秀的品质！,积极
性价比高，4.29万就能入手买车，园了很多人的汽车梦，安全性好，1.2t自重，刹车好，,积极
外观属于我喜爱的类型，大天窗、电子驻车、中控、led尾灯，轮毂、c柱都超爱。,积极
各种科技配置安全时尚,积极
异响很烦，过坑也会听到响声，关键还找不到哪里响，后排出风口没有，自动落锁没有，好几次都忘记锁车，这么大车16的轮毂显得小了轮毂,消极
有60次保养,积极
最不满意的，额，其实还都可以接受。挑毛病的话就是噪音问题了。,消极
倒挡没同步器难挂最要命是最近驾驶车门颠簸异响，大的半坡起步时要摸熄火，要摸挠胎很难控制,消极
底盘较低,消极
车内usb接口太少，有时候完全不够用。备胎尺寸非全尺寸，厂家在备胎上做文章，显得有点狡猾。,消极
运动模式下排气管的声浪，震震吼叫，许多路人看过来。在路边经常有人拿手机拍照。,积极
车子外观很美，,积极
最满意是综合的表现，以这个价钱来说能有这个综合表现，已经很满意了。特别满意底盘及超控感，超过同价车辆很多。车的综合质感不会显得太廉价。,积极
中段加速持续有力，超车很有信心，在城区行驶动力足够，涡轮介入期间扭矩250牛米，秒杀同级别任何车型。,积极
空间大，没的说，再小也叫suv，全家人出行没问题。外观设计很满意，动感时尚，线条美观，前脸霸气后面饱满，有点前凸后翘啦！,积极
车身高,消极
神车嘛！动力和配置,积极
外形好似朗行，但还是比较耐看的,积极
1.6的发动机拉着1.35t的车子，在城市开着空调对于我这个新手确实感觉有点不足。特别是在红绿灯的时候，感觉不好起步。估计和自己的驾驶技术的有关。,消极
全景影像，外观，空间超满意，动力在2000转时随叫随到，超车杠杠的，推背感，推背感，推背感。那叫一个爽。,积极
油耗和操控,积极
强劲的低速四驱，宽敞的空间，简单够用的豪华配置！这个给用户节约了不必要的成本。其实现在车上好多配置用户估计也就买的时候试用了一下。,积极
做工一般，噪音稍大。,消极
后备箱空间小了点。,消极
根据这段时间的用车来说就是减震没有那么好，走山路或减速带是有点颠簸，总之用车时间短，没有什么特别不满意的，祈祷后续用车不会有大问题出现。,消极
动力确实是差点劲！不过也还是过得去的～关起停，挂运动～,消极
刹车感觉有点软，和同级别价位的车比起来肯定是有点逊色，但是还好了，以后有机会好好改装下。毕竟车无完车，人无完人啊~,消极
颜值超车绝对给力,积极
外观小巧，灵活，底盘高，同价位配置比较丰富,积极
最满意就是我的梦想实现了，开上了路??，最喜欢的就是驾驶时的激情，偶尔看到那些qq和日本车毫不犹豫超在它前面。他只能看我的屁股。,积极
内饰做工，感觉内饰的材料太差了，而且中控台上面两个圆形的出风口也是醉了，太有损美感了，还有就是换挡比较迟钝，其他的来说还是相对不错的。,消极
零排放，对环境有好处，电价比油价便宜,积极
没有，非要来点的话，能和福特f150一样的外观尺寸就更好了。,消极
油耗有点高，新车加上是新手的缘故,消极
到国内，从里到外都减配，太失望！,消极
应该没有吧在她看来全是满意的地方??越来越喜欢,消极
外观很干练。,积极
操控较好、底盘稳、油耗不高，前排空间比较舒适,积极
非要说不满意，那就是我买完才发现这是辆前驱车，只能手刹甩尾漂移……（我的错）,消极
自动启停太过灵敏，刹车稍微松一点就又发动了。,消极
副驾驶座椅不能前后移动第二排座椅靠背不能向后放倒,消极
操控非常不错，手机的魔方系统很好用,积极
整体的调教，加速稳定，尾排声迷人,积极
外观，外观设计还可以！很年轻的设计，很像朗行。比较满意的一点，当初也是看中了外观,积极
坐上3个人以后马力小的短板显现了。安全性是a0级车的级别，自己自觉地避免激烈驾驶。储物空间就那些。中控锁上锁/解锁键省了，只有驾驶员门把手上的拨钮代替。,消极
要说最不满意的就是配置了，按说10万左右的国产车里面没有比m7配置再寒酸的了！！！,消极
过江过桥不限号，不收费。花费少，省钱。,积极
外形漂亮，很有设计感！,积极
我对这款车的质量是相当的满意的，每次看到里面的三大件就有一种很放心的感觉呢，因为一辆车的好坏最重要的就是里面的三大件，只要是质量过硬的车子才是可以长期放心使用的轿车呢。,积极
后备箱空间太小了一点，尾灯造型不大man，打算熏黑,消极
空间很大，后备厢超赞，外观也不错,积极
卤素大灯不太给力，外观也不及高配黑底的霸气，还有就是4儿子店不能加定速巡航，跑高速脚太累了。还有跑烂路后，脚踏板靠近后轮的地方会堆起一层泥巴，上车是全粘鞋底了，啊啊啊。。。,消极
油耗吧，真是大大低于预期，339公里中有120公里为高速，另外一半市区，一半郊区吧。我住的地方不堵，市中心爆堵只开了不到20公里吧。,积极
各类声音控制,消极
起步稍肉，因为目前磨合期不敢踩油门，变速箱默认换档转速略高，在城市车多的情况下对燃油经济性的表现有折扣，在拥堵路段跟车也是一样的情况。18寸马牌轮胎容易嵌入小石子。,消极
车内收音机倒车不好挂4s店服务速度太慢,消极
爸妈有点不满意的地方就是颜色，因为給老人开他们感觉颜色靓丽了点，年轻态吗也无所谓了，我是喜欢。,消极
最满意的一点就是别的外观和发动机的提速，挂档好挂，车的空间非常宽敞，变速箱是爱信的。尤其是提速，很满意。,积极
后备箱空间稍小，爱钩鱼的我，一个人的装备都只能勉强放下。,消极
4s店保养费用高，不如外面便宜。,消极
油耗起步、油耗起步、油耗起步。。。视野也比较高看着舒服些，配置丰富，中控比图片好看。手动噪音小哦,积极
油耗低，隔音好，后排空间大，动力不错,积极
悬挂稍硬，漆皮相对来说感觉还是薄。,消极
性价比挺高的，外观大气，耗油不高，,积极
刹车很硬，一点就杀死，,消极
最不满意得就是。这车要是弄个双出菊花车子更完美了，哈哈，发动机声音有大了点，不过这些都是可以接受的范围，没声音哪来的动力？,消极
整车外形看着很满意、性价比高，全系标配esp。没开过什么好车、个人感觉空间适中。,积极
空间大、操控性强，外观是自己喜欢的类型，安全性也一直是自己满意的地方。,积极
虽然有一键启动但机械钥匙做工太差了吧！找个学徒都能配，分分钟给你车打开。虽然开不走但可以开车门可以开后仓真心不应该.前盖打开后散热和保险扛离的也太远了这地方浪费了.,消极
最不满意的就是胎躁比较大特别是水泥路！那种声音可不是一般人能忍受得了的，可以看出隔音效果还得完善，希望厂家多注意这方面,消极
外观设计很适合年轻人开，同事坐我车说这车空间比宝来的都大（他开的是新宝来1.6的）,积极
外形很帅，v6发动机动力不解释，这个价位做的很良心,积极
自动启停有点麻烦，上车前需要关闭,消极
空间大，特别静音，隔音效果很好！音响效果挺好！坐着舒服，底盘很好，大灯很棒！减震不错！动力可以，没说的那么差！超出我的预期！,积极
要是再给个一键升窗系统就好了，差评,消极
后备箱无法放倒特别是需要装载比较长的东西时后备箱无法遥控开启手上有东西时超不方便细节做工有待提高,消极
主要还是换挡顿挫的问题，一直在一档和二档之间，升挡不积极。也许和磨合期有关，但还需要去检查一下。,消极
助力很轻,积极
暂时还没发现什么大毛病,积极
座椅皮质和舒适,积极
油门给多了，发动机的确噪音大，适合慢慢开。,消极
空间大，乘客舒适性好，适合家庭出行,积极
不满意就是油漆比较薄，还有路上的小石子有时候飞起来打在底盘声音比较让人讨厌，听说做底盘装甲可以解决，但是我没做。,消极
噪音大，避震效果不是很理想,消极
帅到没有朋友,积极
做工一般，ab柱与车门接缝处不平整,消极
车内环保。两天基本什么味道都没了。操控性很棒。尤其过弯。,积极
后排座椅稍短，个别地方做工稍有瑕疵。,消极
油耗非常省油,积极
外形大气稳重，比较适合我等年纪；动力输出充沛，崇尚家用足够有余。,积极
这个真不错谢谢,积极
"外型很man,给人一种很力量、很硬朗的感觉。车内空间够大，我们是双独家庭，带上双方的父母和孩子一起出去，一点都不挤。",积极
对于这个价位的车我除了对这款车的变速箱不满意其他都很满意,积极
外观高大上,积极
无与伦比的外观,积极
没有倒车雷达,消极
可惜自己兜里资金不足，买的是中配的，还是很喜欢天窗的。,消极
噪音大。,消极
轮胎，动力,积极
现在跑了2600公里了油耗8.3也可能是新车还没过磨合期的也有可能是自己的驾驶技术有时间朋友也开车所以油耗个人感觉还是有点高过了磨合期上高速在拉拉,消极
七座suv，里面空间配置都满意。,积极
外观，圆润的造型，特别喜欢胖q的外形，价格也还不错。,积极
加速快，外观时尚，价格合理性价比高，补贴多，市内行驶无敌，车身小可随便穿梭，灵活小巧的电动小钢炮。,积极
外形超级炫很喜欢，看上去很霸气，而且车的空间也大，家用商用都十分的适合，而且很便宜,积极
发动机动力充沛，sport模式已经很猛，sport模式见谁秒谁外观线条很美侧面看起来比x6协调动感里又多了点优雅,积极
外观漂亮，自动化程度高，自动大灯，自感应雨刷，熄火开门自动挂p档，自动拉手刹，hold功能很实用,积极
这个价位也就这样物有所值，目前还没有什么毛病。,消极
配置高上，动力系统1.6直喷不会感觉肉，中控简约大方，仪表看上去很舒服。,积极
最满意车子的整体外形，新款的加长版本，后排空间大，适合全家使用。大灯也改成led的了，但是又把透镜给省了，内室氛围灯晚上还挺好看，但是奔驰有三种颜色啊，宝马就一种颜色，哎！,积极
车漆出现了黄点出现的挺多的内部空间太小,消极
觉得1.5t的动力还是差了些，虽可以满足平常上下班，城市道路的行驶。但是周末自驾走些山路动力还是有些软。,消极
空间和配置,积极
耗电量比较小，充电也方便，降低了驾驶成本,积极
开车踩加速踏板有延迟，减震不好,消极
停车的时候，有太多人过来围观，经常问同样的问题。,消极
